miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT003135,mmu-miR-122-5p,mmu,Cd320,54219.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003135,mmu-miR-122-5p,mmu,Cd320,54219.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003134,mmu-miR-122-5p,mmu,Ndrg3,29812.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003134,mmu-miR-122-5p,mmu,Ndrg3,29812.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003134,mmu-miR-122-5p,mmu,Ndrg3,29812.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003133,mmu-miR-122-5p,mmu,Aldoa,11674.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003132,mmu-miR-122-5p,mmu,Bckdk,12041.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003132,mmu-miR-122-5p,mmu,Bckdk,12041.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003132,mmu-miR-122-5p,mmu,Bckdk,12041.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18158304.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17179747.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17179747.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17179747.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17179747.0
MIRT003105,hsa-miR-122-5p,hsa,SLC7A1,6541.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17179747.0
MIRT003122,mmu-miR-122-5p,mmu,Apob,238055.0,mmu,Western blot,Functional MTI,16459310.0
MIRT003080,hsa-miR-122-5p,hsa,GYS1,2997.0,hsa,qRT-PCR//Western blot//Northern blot,Functional MTI,18073344.0
MIRT003731,hsa-miR-519b-3p,hsa,ELAVL1,1994.0,hsa,qRT-PCR//Western blot,Functional MTI,19088191.0
MIRT003731,hsa-miR-519b-3p,hsa,ELAVL1,1994.0,hsa,qRT-PCR//Western blot,Functional MTI,19088191.0
MIRT003732,hsa-miR-519c-3p,hsa,ELAVL1,1994.0,hsa,qRT-PCR//Western blot,Functional MTI,19088191.0
MIRT003732,hsa-miR-519c-3p,hsa,ELAVL1,1994.0,hsa,qRT-PCR//Western blot,Functional MTI,19088191.0
MIRT003733,hsa-miR-519a-3p,hsa,ELAVL1,1994.0,hsa,qRT-PCR//Western blot,Functional MTI,19088191.0
MIRT003733,hsa-miR-519a-3p,hsa,ELAVL1,1994.0,hsa,qRT-PCR//Western blot,Functional MTI,19088191.0
MIRT003060,hsa-miR-143-3p,hsa,FNDC3B,64778.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19472311.0
MIRT003050,hsa-let-7i-5p,hsa,TLR4,7099.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17660297.0
MIRT003050,hsa-let-7i-5p,hsa,TLR4,7099.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17660297.0
MIRT003042,hsa-miR-338-3p,hsa,ZBTB18,10472.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003042,hsa-miR-338-3p,hsa,ZBTB18,10472.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003040,hsa-miR-338-3p,hsa,MAP1A,4130.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003040,hsa-miR-338-3p,hsa,MAP1A,4130.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003040,hsa-miR-338-3p,hsa,MAP1A,4130.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003039,hsa-miR-338-3p,hsa,NOVA1,4857.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003039,hsa-miR-338-3p,hsa,NOVA1,4857.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003038,hsa-miR-338-3p,hsa,UBE2Q1,55585.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003038,hsa-miR-338-3p,hsa,UBE2Q1,55585.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003038,hsa-miR-338-3p,hsa,UBE2Q1,55585.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003031,hsa-miR-92a-3p,hsa,ITGA5,3678.0,hsa,Luciferase reporter assay//Western blot//Microarray,Functional MTI,19460962.0
MIRT003029,hsa-miR-29b-3p,hsa,DNMT3A,1788.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT003028,hsa-miR-29c-3p,hsa,DNMT3A,1788.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT003027,hsa-miR-29a-3p,hsa,DNMT3B,1789.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT003027,hsa-miR-29a-3p,hsa,DNMT3B,1789.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT003027,hsa-miR-29a-3p,hsa,DNMT3B,1789.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT003026,hsa-miR-29b-3p,hsa,DNMT3B,1789.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT003025,hsa-miR-29c-3p,hsa,DNMT3B,1789.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT003742,hsa-miR-20a-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17589498.0
MIRT003743,hsa-miR-106a-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17589498.0
MIRT003742,hsa-miR-20a-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17589498.0
MIRT003743,hsa-miR-106a-5p,hsa,RUNX1,861.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17589498.0
MIRT003021,hsa-miR-29a-3p,hsa,DNMT3A,1788.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17890317.0
MIRT000137,hsa-miR-221-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17569667.0
MIRT000137,hsa-miR-221-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17569667.0
MIRT000131,hsa-miR-222-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17569667.0
MIRT000131,hsa-miR-222-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17569667.0
MIRT003007,hsa-miR-155-5p,hsa,TP53INP1,94241.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,17911264.0
MIRT002979,rno-miR-26a-5p,rno,Map2,25595.0,rno,Western blot,Functional MTI,17592044.0
MIRT003750,mmu-miR-106a-5p,mmu,Arid4b,94246.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,17575136.0
MIRT003750,mmu-miR-106a-5p,mmu,Arid4b,94246.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,17575136.0
MIRT003947,rno-miR-1-3p,rno,Hspd1,63868.0,rno,Western blot,Functional MTI,17715156.0
MIRT003946,rno-miR-1-3p,rno,Hspa4,266759.0,rno,qRT-PCR//Western blot,Functional MTI,17715156.0
MIRT002898,rno-miR-133a-3p,rno,Casp9,58918.0,rno,Western blot,Functional MTI,17715156.0
MIRT002894,rno-miR-1-3p,rno,Hcn2,114244.0,rno,Reporter assay//real-timeRT-PCR//Western blot,Functional MTI,17516552.0
MIRT002893,rno-miR-1-3p,rno,Hcn4,59266.0,rno,Reporter assay//real-timeRT-PCR//Western blot,Functional MTI,17516552.0
MIRT002892,rno-miR-133a-3p,rno,Hcn2,114244.0,rno,Reporter assay//real-timeRT-PCR//Western blot,Functional MTI,17516552.0
MIRT002493,mmu-miR-23b-3p,mmu,Hes1,15205.0,mmu,Unknown//Western blot,Functional MTI,14510471.0
MIRT002474,hsa-miR-22-3p,hsa,ESR1,2099.0,hsa,Western blot,Functional MTI,18347104.0
MIRT002473,hsa-miR-22-3p,hsa,PPARA,5465.0,hsa,Western blot,Functional MTI,18347104.0
MIRT003844,rno-miR-450a-5p,rno,Hnrnpk,117282.0,rno,Western blot,Functional MTI,18230805.0
MIRT002403,hsa-miR-27a-3p,hsa,SP1,6667.0,hsa,Western blot,Functional MTI,18006846.0
MIRT002402,hsa-miR-27a-3p,hsa,SP3,6670.0,hsa,Western blot,Functional MTI,18006846.0
MIRT002401,hsa-miR-27a-3p,hsa,SP4,6671.0,hsa,Western blot,Functional MTI,18006846.0
MIRT002356,dme-miR-14-3p,dme,EcR,35540.0,dme,Western blot,Functional MTI,17761811.0
MIRT003748,hsa-let-7c-5p,hsa,MYC,4609.0,hsa,Western blot,Functional MTI,17877811.0
MIRT002348,mmu-miR-155-5p,mmu,Trp53inp1,60599.0,mmu,Western blot//Luciferase reporter assay,Functional MTI,17911264.0
MIRT003830,hsa-miR-24-3p,hsa,ACVR1B,91.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,17906079.0
MIRT003828,hsa-miR-199a-5p,hsa,IKBKB,3551.0,hsa,Reporter assay//Western blot,Functional MTI,18408758.0
MIRT003754,hsa-miR-125b-5p,hsa,NTRK3,4916.0,hsa,Western blot//Reporter assay,Functional MTI,17483472.0
MIRT002978,mmu-miR-92a-3p,mmu,Mylip,218203.0,mmu,Western blot,Functional MTI,17575136.0
MIRT002327,mmu-miR-19b-3p,mmu,Mylip,218203.0,mmu,Western blot,Functional MTI,17575136.0
MIRT003741,hsa-miR-17-5p,hsa,RUNX1,861.0,hsa,Reporter assay//qRT-PCR//Western blot,Functional MTI,17589498.0
MIRT002323,hsa-let-7a-5p,hsa,HMGA2,8091.0,hsa,qRT-PCR//Western blot,Functional MTI,17600087.0
MIRT002322,hsa-let-7c-5p,hsa,HMGA2,8091.0,hsa,qRT-PCR//Western blot,Functional MTI,17600087.0
MIRT002025,hsa-miR-124-3p,hsa,CEBPA,1050.0,hsa,Western blot//Reporter assay,Functional MTI,18451139.0
MIRT003808,hsa-miR-7-5p,hsa,IRS2,8660.0,hsa,Reporter assay//Western blot,Functional MTI,18483236.0
MIRT003807,hsa-miR-7-5p,hsa,IRS1,3667.0,hsa,Western blot,Functional MTI,18483236.0
MIRT002289,hsa-miR-7-5p,hsa,EGFR,1956.0,hsa,real-time RT-PCR//Reporter assay//Western blot,Functional MTI,18483236.0
MIRT002288,mmu-miR-126a-3p,mmu,Hoxa9,15405.0,mmu,Western blot,Functional MTI,18474618.0
MIRT001225,hsa-miR-16-5p,hsa,CCND1,595.0,hsa,Western blot,Functional MTI,18483394.0
MIRT002279,mmu-miR-31-5p,mmu,Pdgfb,18591.0,mmu,Western blot//Reporter assay,Functional MTI,18500251.0
MIRT002278,mmu-miR-31-5p,mmu,Hif1a,15251.0,mmu,Western blot//Reporter assay,Functional MTI,18500251.0
MIRT003805,mmu-miR-150-5p,mmu,Vegfa,22339.0,mmu,Western blot//Reporter assay,Functional MTI,18500251.0
MIRT002276,mmu-miR-150-5p,mmu,Pdgfb,18591.0,mmu,Western blot//Reporter assay,Functional MTI,18500251.0
MIRT002101,dre-miR-126a-3p,dre,spred1,406513.0,dre,Luciferase reporter assay//Western blot,Functional MTI,18694566.0
MIRT002099,dre-miR-126a-3p,dre,pik3r2,404211.0,dre,Western blot//Luciferase reporter assay,Functional MTI,18694566.0
MIRT002098,hsa-miR-34a-5p,hsa,SIRT1,23411.0,hsa,Western blot,Functional MTI,18834855.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Western blot,Functional MTI,18413726.0
MIRT002096,ath-miR398a-3p,ath,CSD1,837405.0,ath,Western blot,Functional MTI,18392778.0
MIRT002095,ath-miR398a-3p,ath,CSD2,817365.0,ath,Western blot,Functional MTI,18392778.0
MIRT002094,ath-miR398b-3p,ath,CSD1,837405.0,ath,Western blot,Functional MTI,18392778.0
MIRT002093,ath-miR398c-3p,ath,CSD1,837405.0,ath,Western blot,Functional MTI,18392778.0
MIRT002092,ath-miR398b-3p,ath,CSD2,817365.0,ath,Western blot,Functional MTI,18392778.0
MIRT002091,ath-miR398c-3p,ath,CSD2,817365.0,ath,Western blot,Functional MTI,18392778.0
MIRT002090,hsa-miR-21-5p,hsa,NFIB,4781.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,18384814.0
MIRT003757,hsa-miR-221-3p,hsa,TNFSF10,8743.0,hsa,Western blot,Functional MTI,18246122.0
MIRT003756,hsa-miR-222-3p,hsa,TNFSF10,8743.0,hsa,Western blot,Functional MTI,18246122.0
MIRT003323,hsa-miR-9-5p,hsa,NTRK3,4916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17483472.0
MIRT003755,hsa-miR-125a-5p,hsa,NTRK3,4916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17483472.0
MIRT003754,hsa-miR-125b-5p,hsa,NTRK3,4916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17483472.0
MIRT002084,hsa-miR-378a-5p,hsa,SUFU,51684.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,18077375.0
MIRT002084,hsa-miR-378a-5p,hsa,SUFU,51684.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Non-Functional MTI,18077375.0
MIRT003753,hsa-miR-378a-5p,hsa,TUSC2,11334.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,18077375.0
MIRT003753,hsa-miR-378a-5p,hsa,TUSC2,11334.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Non-Functional MTI,18077375.0
MIRT002024,hsa-miR-210-3p,hsa,EFNA3,1944.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18417479.0
MIRT002021,hsa-miR-10b-5p,hsa,HOXD10,3236.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17898713.0
MIRT002021,hsa-miR-10b-5p,hsa,HOXD10,3236.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17898713.0
MIRT002018,hsa-miR-24-3p,hsa,DHFR,1719.0,hsa,real time qRT-PCR//Western blot,Functional MTI,17686970.0
MIRT002018,hsa-miR-24-3p,hsa,DHFR,1719.0,hsa,real time qRT-PCR//Western blot,Non-Functional MTI,17686970.0
MIRT003287,hsa-miR-29b-3p,hsa,MCL1,4170.0,hsa,Luciferase reporter assay//Western blot//Immunofluorescence,Functional MTI,17404574.0
MIRT003287,hsa-miR-29b-3p,hsa,MCL1,4170.0,hsa,Luciferase reporter assay//Western blot//Immunofluorescence,Non-Functional MTI,17404574.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17600087.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17600087.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17600087.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17600087.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17600087.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17600087.0
MIRT002097,hsa-let-7g-5p,hsa,HMGA2,8091.0,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,17600087.0
MIRT002001,mmu-miR-223-3p,mmu,Mef2c,17260.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,18278031.0
MIRT002001,mmu-miR-223-3p,mmu,Mef2c,17260.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,18278031.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17401374.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17401374.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17401374.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17401374.0
MIRT001981,rno-miR-1-3p,rno,Kcnj2,29712.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17401374.0
MIRT001981,rno-miR-1-3p,rno,Kcnj2,29712.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17401374.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17401374.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17401374.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17401374.0
MIRT001982,rno-miR-1-3p,rno,Gja1,24392.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17401374.0
MIRT001981,rno-miR-1-3p,rno,Kcnj2,29712.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17401374.0
MIRT001981,rno-miR-1-3p,rno,Kcnj2,29712.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,17401374.0
MIRT001980,hsa-miR-21-5p,hsa,TPM1,7168.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17363372.0
MIRT002289,hsa-miR-7-5p,hsa,EGFR,1956.0,hsa,Western blot,Functional MTI,18483236.0
MIRT003978,dme-miR-8-3p,dme,pan,43769.0,dme,Western blot,Functional MTI,18824696.0
MIRT002298,hsa-miR-34a-5p,hsa,BCL2,596.0,hsa,qRT-PCR//Western blot,Functional MTI,18803879.0
MIRT003980,hsa-miR-33b-5p,hsa,BCL2,596.0,hsa,qRT-PCR//Western blot,Functional MTI,18803879.0
MIRT003979,hsa-miR-34c-5p,hsa,BCL2,596.0,hsa,qRT-PCR//Western blot,Functional MTI,18803879.0
MIRT001969,hsa-miR-199a-3p,hsa,MET,4233.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18456660.0
MIRT003983,hsa-miR-199a-3p,hsa,MAPK1,5594.0,hsa,Western blot,Functional MTI,18456660.0
MIRT003984,hsa-miR-199a-3p,hsa,AKT1,207.0,hsa,Western blot,Non-Functional MTI,18456660.0
MIRT003985,hsa-miR-199a-3p,hsa,MAPK8,5599.0,hsa,Western blot,Non-Functional MTI,18456660.0
MIRT003986,hsa-miR-199a-3p,hsa,MAPK14,1432.0,hsa,Western blot,Non-Functional MTI,18456660.0
MIRT001961,hsa-miR-155-5p,hsa,RHOA,387.0,hsa,Western blot,Functional MTI,18794355.0
MIRT001950,rno-miR-9a-5p,rno,Pmp22,24660.0,rno,Western blot,Functional MTI,18987208.0
MIRT003988,hsa-miR-21-5p,hsa,RASA1,5921.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,18372920.0
MIRT003054,hsa-miR-21-5p,hsa,PDCD4,27250.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18372920.0
MIRT002272,hsa-miR-221-3p,hsa,CDKN1C,1028.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18413744.0
MIRT000719,hsa-miR-222-3p,hsa,CDKN1C,1028.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18413744.0
MIRT000137,hsa-miR-221-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18413744.0
MIRT000137,hsa-miR-221-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18413744.0
MIRT000131,hsa-miR-222-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18413744.0
MIRT000131,hsa-miR-222-3p,hsa,CDKN1B,1027.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18413744.0
MIRT003989,mmu-miR-221-3p,mmu,Cdkn1b,12576.0,mmu,Western blot//Northern blot,Functional MTI,19107213.0
MIRT003989,mmu-miR-221-3p,mmu,Cdkn1b,12576.0,mmu,Western blot//Northern blot,Functional MTI,19107213.0
MIRT003991,hsa-miR-138-5p,hsa,TERT,7015.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18201269.0
MIRT003991,hsa-miR-138-5p,hsa,TERT,7015.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,18201269.0
MIRT001935,hsa-miR-106a-5p,hsa,APP,351.0,hsa,Western blot,Functional MTI,18684319.0
MIRT001934,hsa-miR-520c-3p,hsa,APP,351.0,hsa,Western blot,Functional MTI,18684319.0
MIRT001918,hsa-miR-126-3p,hsa,HOXA9,3205.0,hsa,GFP reporter assay//qRT-PCR//Western blot,Functional MTI,18474618.0
MIRT001917,hsa-miR-145-5p,hsa,HOXA9,3205.0,hsa,GFP reporter assay//qRT-PCR//Western blot,Non-Functional MTI,18474618.0
MIRT001917,hsa-miR-145-5p,hsa,HOXA9,3205.0,hsa,GFP reporter assay//qRT-PCR//Western blot,Non-Functional MTI,18474618.0
MIRT001223,hsa-miR-106a-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18212054.0
MIRT000800,hsa-miR-107,hsa,BACE1,23621.0,hsa,Western blot//Northern blot,Functional MTI,18234899.0
MIRT000798,hsa-miR-126-3p,hsa,SLC45A3,85414.0,hsa,Western blot//Luciferase reporter assay,Non-Functional MTI,18193184.0
MIRT001820,hsa-miR-126-5p,hsa,SLC45A3,85414.0,hsa,Western blot//Luciferase reporter assay,Functional MTI,18193184.0
MIRT000797,hsa-miR-138-5p,hsa,SLC45A3,85414.0,hsa,Western blot//Luciferase reporter assay,Non-Functional MTI,18193184.0
MIRT000600,hsa-miR-17-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18212054.0
MIRT000596,hsa-miR-20b-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18212054.0
MIRT000799,hsa-miR-214-3p,hsa,PTEN,5728.0,hsa,Western blot//qRT-PCR//Luciferase reporter assay,Functional MTI,18199536.0
MIRT003987,hsa-miR-224-5p,hsa,API5,8539.0,hsa,Western blot//Luciferase reporter assay//qRT-PCR,Functional MTI,18319255.0
MIRT002018,hsa-miR-24-3p,hsa,DHFR,1719.0,hsa,Western blot,Functional MTI,17686970.0
MIRT001770,hsa-miR-27a-3p,hsa,MYT1,4661.0,hsa,Western blot,Functional MTI,18006846.0
MIRT001769,hsa-miR-27a-3p,hsa,ZBTB10,65986.0,hsa,Western blot,Functional MTI,18006846.0
MIRT001766,hsa-miR-29a-3p,hsa,BACE1,23621.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18434550.0
MIRT000930,hsa-miR-29b-3p,hsa,BACE1,23621.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18434550.0
MIRT000590,hsa-miR-372-3p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,18212054.0
MIRT001741,hsa-miR-433-3p,hsa,FGF20,26281.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,18252210.0
MIRT001233,hsa-miR-107,hsa,CDK6,1021.0,hsa,Western blot,Functional MTI,19407485.0
MIRT001233,hsa-miR-107,hsa,CDK6,1021.0,hsa,Western blot,Functional MTI,19407485.0
MIRT001233,hsa-miR-107,hsa,CDK6,1021.0,hsa,Western blot,Functional MTI,19407485.0
MIRT001754,hsa-miR-373-3p,hsa,LATS2,26524.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19501585.0
MIRT001754,hsa-miR-373-3p,hsa,LATS2,26524.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19501585.0
MIRT001230,hsa-miR-605-5p,hsa,SEC24D,9871.0,hsa,qRT-PCR//Western blot,Functional MTI,19336450.0
MIRT001230,hsa-miR-605-5p,hsa,SEC24D,9871.0,hsa,qRT-PCR//Western blot,Functional MTI,19336450.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19126550.0
MIRT001229,hsa-let-7b-5p,hsa,CDC34,997.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19126550.0
MIRT001228,hsa-miR-15a-5p,hsa,CCNE1,898.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT001228,hsa-miR-15a-5p,hsa,CCNE1,898.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT001227,hsa-miR-15a-5p,hsa,CCND1,595.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT001227,hsa-miR-15a-5p,hsa,CCND1,595.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT001226,hsa-miR-16-5p,hsa,CCNE1,898.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT001226,hsa-miR-16-5p,hsa,CCNE1,898.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT001225,hsa-miR-16-5p,hsa,CCND1,595.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT001225,hsa-miR-16-5p,hsa,CCND1,595.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19591824.0
MIRT004279,hsa-miR-127-3p,hsa,PRDM1,639.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19530237.0
MIRT001223,hsa-miR-106a-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
MIRT001223,hsa-miR-106a-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
