miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT006302,rno-miR-378a-3p,rno,Igf1r,25718.0,rno,Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,22367207.0
MIRT003611,hsa-miR-301a-3p,hsa,MEOX2,4223.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22373864.0
MIRT003611,hsa-miR-301a-3p,hsa,MEOX2,4223.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22373864.0
MIRT006304,hsa-miR-34a-5p,hsa,SYT1,6857.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22160687.0
MIRT006304,hsa-miR-34a-5p,hsa,SYT1,6857.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22160687.0
MIRT006304,hsa-miR-34a-5p,hsa,SYT1,6857.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22160687.0
MIRT006305,hsa-miR-34a-5p,hsa,STX1A,6804.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22160687.0
MIRT006306,hsa-miR-26a-5p,hsa,CDK6,1021.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22210897.0
MIRT006306,hsa-miR-26a-5p,hsa,CDK6,1021.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22210897.0
MIRT006307,hsa-miR-26b-5p,hsa,CDK6,1021.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22210897.0
MIRT006308,hsa-miR-26b-5p,hsa,CCNE1,898.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22210897.0
MIRT006309,hsa-miR-26a-5p,hsa,CCNE1,898.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22210897.0
MIRT006611,hsa-miR-17-5p,mmu,Tgfbr2,21813.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22095742.0
MIRT006612,hsa-miR-20a-5p,mmu,Tgfbr2,21813.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22095742.0
MIRT006613,hsa-miR-18a-5p,mmu,Smad2,17126.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22095742.0
MIRT006316,hsa-miR-143-3p,hsa,SERPINE1,5054.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22108519.0
MIRT006317,hsa-miR-145-5p,hsa,SERPINE1,5054.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22108519.0
MIRT006318,rno-miR-181a-5p,rno,Gria2,29627.0,rno,Immunohistochemistry//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,22144581.0
MIRT006618,rno-miR-200c-3p,hsa,FHOD1,29109.0,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22144583.0
MIRT006319,hsa-miR-30a-5p,hsa,SMAD1,4086.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22253433.0
MIRT006319,hsa-miR-30a-5p,hsa,SMAD1,4086.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22253433.0
MIRT006319,hsa-miR-30a-5p,hsa,SMAD1,4086.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22253433.0
MIRT006319,hsa-miR-30a-5p,hsa,SMAD1,4086.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22253433.0
MIRT006320,hsa-miR-30b-5p,hsa,SMAD1,4086.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22253433.0
MIRT006321,hsa-miR-30c-5p,hsa,SMAD1,4086.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22253433.0
MIRT006322,hsa-miR-30d-5p,hsa,SMAD1,4086.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22253433.0
MIRT006323,hsa-miR-21-5p,hsa,DUSP10,11221.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT006323,hsa-miR-21-5p,hsa,DUSP10,11221.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT006324,hsa-miR-30b-5p,hsa,BCL6,604.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT006324,hsa-miR-30b-5p,hsa,BCL6,604.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT006325,hsa-miR-30b-5p,hsa,SOCS1,8651.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT006325,hsa-miR-30b-5p,hsa,SOCS1,8651.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT000456,hsa-miR-155-5p,hsa,SOCS1,8651.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT000456,hsa-miR-155-5p,hsa,SOCS1,8651.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22387553.0
MIRT006327,hsa-miR-194-5p,hsa,SOX5,6660.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22396742.0
MIRT006328,rno-miR-376b-5p,rno,Bdnf,24225.0,rno,Western blot,Functional MTI,22396777.0
MIRT006329,hsa-miR-137,hsa,PTGS2,5743.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22406049.0
MIRT006329,hsa-miR-137,hsa,PTGS2,5743.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22406049.0
MIRT006329,hsa-miR-137,hsa,PTGS2,5743.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22406049.0
MIRT006330,hsa-miR-542-5p,hsa,EGFR,1956.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22426479.0
MIRT006333,hsa-miR-1228-3p,hsa,MOAP1,64112.0,hsa,qRT-PCR//Western blot,Functional MTI,22434376.0
MIRT006339,hsa-miR-192-5p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006339,hsa-miR-192-5p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006339,hsa-miR-192-5p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006340,hsa-miR-215-5p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006340,hsa-miR-215-5p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006341,hsa-miR-194-5p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006342,hsa-miR-141-3p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006343,hsa-miR-200c-3p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006343,hsa-miR-200c-3p,hsa,ACVR2B,93.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22431721.0
MIRT006344,hsa-miR-204-5p,hsa,FOXC1,2296.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21400511.0
MIRT006344,hsa-miR-204-5p,hsa,FOXC1,2296.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21400511.0
MIRT006344,hsa-miR-204-5p,hsa,FOXC1,2296.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21400511.0
MIRT006344,hsa-miR-204-5p,hsa,FOXC1,2296.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21400511.0
MIRT006345,hsa-miR-449a,hsa,GMNN,51053.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006346,hsa-miR-449a,hsa,MET,4233.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006347,hsa-miR-449a,hsa,CCNE2,9134.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006348,hsa-miR-449a,hsa,SIRT1,23411.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006349,hsa-miR-449b-5p,hsa,SIRT1,23411.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006350,hsa-miR-449b-5p,hsa,CCNE2,9134.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006351,hsa-miR-449b-5p,hsa,MET,4233.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006352,hsa-miR-449b-5p,hsa,GMNN,51053.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT006353,hsa-miR-449b-5p,hsa,HDAC1,3065.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21418558.0
MIRT002021,hsa-miR-10b-5p,hsa,HOXD10,3236.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21419107.0
MIRT006354,hsa-miR-95-3p,hsa,SNX1,6642.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21427358.0
MIRT006355,hsa-miR-211-5p,hsa,POU3F2,5454.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21435193.0
MIRT006355,hsa-miR-211-5p,hsa,POU3F2,5454.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21435193.0
MIRT006355,hsa-miR-211-5p,hsa,POU3F2,5454.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21435193.0
MIRT006355,hsa-miR-211-5p,hsa,POU3F2,5454.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21435193.0
MIRT006355,hsa-miR-211-5p,hsa,POU3F2,5454.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21435193.0
MIRT006388,hsa-miR-138-5p,hsa,PTK2,5747.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21444814.0
MIRT000374,hsa-miR-106a-5p,hsa,E2F1,1869.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21656380.0
MIRT000374,hsa-miR-106a-5p,hsa,E2F1,1869.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21656380.0
MIRT000374,hsa-miR-106a-5p,hsa,E2F1,1869.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21656380.0
MIRT000374,hsa-miR-106a-5p,hsa,E2F1,1869.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21656380.0
MIRT006409,hsa-miR-151a-5p,hsa,MPL,4352.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20445018.0
MIRT006410,hsa-miR-708-3p,hsa,MPL,4352.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20445018.0
MIRT006421,hsa-miR-122-5p,hsa,WNT1,7471.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22276989.0
MIRT006421,hsa-miR-122-5p,hsa,WNT1,7471.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,22276989.0
MIRT006423,hsa-miR-200a-3p,hsa,MAPK14,1432.0,hsa,Luciferase reporter assay//Microarray//Western blot,Functional MTI,22101765.0
MIRT006423,hsa-miR-200a-3p,hsa,MAPK14,1432.0,hsa,Luciferase reporter assay//Microarray//Western blot,Functional MTI,22101765.0
MIRT006424,hsa-miR-141-3p,hsa,MAPK14,1432.0,hsa,Luciferase reporter assay//Microarray//Western blot,Functional MTI,22101765.0
MIRT006424,hsa-miR-141-3p,hsa,MAPK14,1432.0,hsa,Luciferase reporter assay//Microarray//Western blot,Functional MTI,22101765.0
MIRT006425,mmu-miR-141-3p,mmu,Mapk14,26416.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22101765.0
MIRT006425,mmu-miR-141-3p,mmu,Mapk14,26416.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22101765.0
MIRT006425,mmu-miR-141-3p,mmu,Mapk14,26416.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22101765.0
MIRT006425,mmu-miR-141-3p,mmu,Mapk14,26416.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22101765.0
MIRT006432,mmu-miR-21a-5p,mmu,Tgfbi,21810.0,mmu,ELISA//FACS//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21494432.0
MIRT006433,hsa-miR-200c-3p,hsa,MSN,4478.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21501518.0
MIRT006433,hsa-miR-200c-3p,hsa,MSN,4478.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21501518.0
MIRT003959,hsa-miR-200c-3p,hsa,FN1,2335.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21501518.0
MIRT003959,hsa-miR-200c-3p,hsa,FN1,2335.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21501518.0
MIRT006434,hsa-miR-200c-3p,hsa,NTRK2,4915.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21501518.0
MIRT006435,hsa-miR-192-5p,hsa,RB1,5925.0,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21511813.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21529905.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21529905.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21529905.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21529905.0
MIRT005729,hsa-miR-126-3p,hsa,DNMT1,1786.0,hsa,Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21538319.0
MIRT006439,hsa-miR-155-5p,hsa,KDM3A,55818.0,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21541331.0
MIRT006439,hsa-miR-155-5p,hsa,KDM3A,55818.0,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21541331.0
MIRT006439,hsa-miR-155-5p,hsa,KDM3A,55818.0,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21541331.0
MIRT006439,hsa-miR-155-5p,hsa,KDM3A,55818.0,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21541331.0
MIRT006439,hsa-miR-155-5p,hsa,KDM3A,55818.0,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21541331.0
MIRT006440,hsa-miR-200b-3p,hsa,VEGFA,7422.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21544626.0
MIRT006441,hsa-miR-200b-3p,hsa,FLT1,2321.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21544626.0
MIRT006442,hsa-miR-200b-3p,hsa,KDR,3791.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21544626.0
MIRT006620,hsa-miR-335-5p,mmu,Daam1,208846.0,mmu,ChIP-seq//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21592405.0
MIRT006620,hsa-miR-335-5p,mmu,Daam1,208846.0,mmu,ChIP-seq//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21592405.0
MIRT003428,hsa-miR-126-3p,hsa,VEGFA,7422.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22510476.0
MIRT006447,hsa-miR-335-5p,hsa,MAPK1,5594.0,hsa,Immunofluorescence//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22382496.0
MIRT006448,hsa-miR-335-5p,hsa,LRG1,116844.0,hsa,Immunofluorescence//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22382496.0
MIRT006449,hsa-miR-204-5p,hsa,MAP1LC3B,81631.0,hsa,Immunoblot//Immunofluorescence//qRT-PCR//Western blot,Functional MTI,22516261.0
MIRT006449,hsa-miR-204-5p,hsa,MAP1LC3B,81631.0,hsa,Immunoblot//Immunofluorescence//qRT-PCR//Western blot,Functional MTI,22516261.0
MIRT006450,hsa-miR-126-3p,hsa,KRAS,3845.0,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22384141.0
MIRT006450,hsa-miR-126-3p,hsa,KRAS,3845.0,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22384141.0
MIRT006450,hsa-miR-126-3p,hsa,KRAS,3845.0,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22384141.0
MIRT006450,hsa-miR-126-3p,hsa,KRAS,3845.0,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22384141.0
MIRT006451,hsa-miR-124-3p,hsa,AR,367.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22386953.0
MIRT006452,hsa-miR-409-3p,hsa,PHF10,55274.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22388101.0
MIRT006454,hsa-miR-25-3p,hsa,CCL26,10344.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22431589.0
MIRT006454,hsa-miR-25-3p,hsa,CCL26,10344.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22431589.0
MIRT006455,hsa-miR-338-3p,hsa,SMO,6608.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21671467.0
MIRT004849,hsa-miR-192-5p,hsa,ERCC3,2071.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21672525.0
MIRT004849,hsa-miR-192-5p,hsa,ERCC3,2071.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21672525.0
MIRT006456,hsa-miR-192-5p,hsa,ERCC4,2072.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21672525.0
MIRT006456,hsa-miR-192-5p,hsa,ERCC4,2072.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21672525.0
MIRT006458,hsa-miR-34b-3p,hsa,NOTCH1,4851.0,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22498974.0
MIRT006459,hsa-miR-34c-5p,hsa,NOTCH1,4851.0,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22498974.0
MIRT006460,hsa-miR-204-5p,hsa,CREB5,9586.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT006461,hsa-miR-204-5p,hsa,ELOVL6,79071.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT005845,hsa-miR-204-5p,hsa,TCF12,6938.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT005840,hsa-miR-204-5p,hsa,RAB22A,57403.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT006462,hsa-miR-211-5p,hsa,CREB5,9586.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT006463,hsa-miR-211-5p,hsa,ELOVL6,79071.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT006464,hsa-miR-211-5p,hsa,TCF12,6938.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT006465,hsa-miR-211-5p,hsa,RAB22A,57403.0,hsa,Immunofluorescence//Microarray//qRT-PCR//Western blot,Functional MTI,22523078.0
MIRT006466,mmu-miR-34c-5p,mmu,Atf1,11908.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22479460.0
MIRT006467,hsa-miR-22-3p,hsa,PTMS,5763.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,22493679.0
MIRT000159,hsa-miR-21-5p,hsa,BCL2,596.0,hsa,qRT-PCR//Western blot,Non-Functional MTI,22528454.0
MIRT006468,hsa-miR-31-5p,hsa,HIF1AN,55662.0,hsa,Northern blot//qRT-PCR//Western blot,Functional MTI,22532441.0
MIRT006468,hsa-miR-31-5p,hsa,HIF1AN,55662.0,hsa,Northern blot//qRT-PCR//Western blot,Functional MTI,22532441.0
MIRT006621,hsa-miR-22-3p,mmu,Ogn,18295.0,mmu,qRT-PCR//Western blot,Functional MTI,22538858.0
MIRT002942,hsa-miR-196a-5p,hsa,HOXC8,3224.0,hsa,qRT-PCR//Western blot,Functional MTI,22545021.0
MIRT004645,hsa-miR-128-3p,hsa,BMI1,648.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20574517.0
MIRT006471,hsa-miR-125a-5p,hsa,TNFAIP3,7128.0,hsa,qRT-PCR//Western blot,Functional MTI,22550173.0
MIRT006472,hsa-miR-125b-5p,hsa,TNFAIP3,7128.0,hsa,qRT-PCR//Western blot,Functional MTI,22550173.0
MIRT006475,hsa-miR-19a-3p,hsa,CUL5,8065.0,hsa,qRT-PCR//Western blot,Functional MTI,22561557.0
MIRT006475,hsa-miR-19a-3p,hsa,CUL5,8065.0,hsa,qRT-PCR//Western blot,Functional MTI,22561557.0
MIRT006475,hsa-miR-19a-3p,hsa,CUL5,8065.0,hsa,qRT-PCR//Western blot,Functional MTI,22561557.0
MIRT006476,hsa-miR-19b-3p,hsa,CUL5,8065.0,hsa,qRT-PCR//Western blot,Functional MTI,22561557.0
MIRT006476,hsa-miR-19b-3p,hsa,CUL5,8065.0,hsa,qRT-PCR//Western blot,Functional MTI,22561557.0
MIRT006476,hsa-miR-19b-3p,hsa,CUL5,8065.0,hsa,qRT-PCR//Western blot,Functional MTI,22561557.0
MIRT006477,hsa-miR-328-3p,hsa,PTPRJ,5795.0,hsa,qRT-PCR//Western blot,Functional MTI,22564856.0
MIRT006477,hsa-miR-328-3p,hsa,PTPRJ,5795.0,hsa,qRT-PCR//Western blot,Functional MTI,22564856.0
MIRT006477,hsa-miR-328-3p,hsa,PTPRJ,5795.0,hsa,qRT-PCR//Western blot,Functional MTI,22564856.0
MIRT006477,hsa-miR-328-3p,hsa,PTPRJ,5795.0,hsa,qRT-PCR//Western blot,Functional MTI,22564856.0
MIRT006478,hsa-miR-124-3p,hsa,ROCK2,9475.0,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21672940.0
MIRT006479,hsa-miR-124-3p,hsa,EZH2,2146.0,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21672940.0
MIRT006145,hsa-miR-99a-5p,hsa,IGF1R,3480.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21687694.0
MIRT006145,hsa-miR-99a-5p,hsa,IGF1R,3480.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21687694.0
MIRT006480,mmu-miR-1a-3p,mmu,Cdc42,12540.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21690310.0
MIRT006480,mmu-miR-1a-3p,mmu,Cdc42,12540.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21690310.0
MIRT006481,hsa-miR-181a-5p,hsa,DUSP6,1848.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006481,hsa-miR-181a-5p,hsa,DUSP6,1848.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006481,hsa-miR-181a-5p,hsa,DUSP6,1848.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006481,hsa-miR-181a-5p,hsa,DUSP6,1848.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17382377.0
MIRT006482,hsa-miR-181a-5p,hsa,PTPN11,5781.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006482,hsa-miR-181a-5p,hsa,PTPN11,5781.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17382377.0
MIRT006483,hsa-miR-181a-5p,hsa,DUSP5,1847.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006483,hsa-miR-181a-5p,hsa,DUSP5,1847.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17382377.0
MIRT006483,hsa-miR-181a-5p,hsa,DUSP5,1847.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006483,hsa-miR-181a-5p,hsa,DUSP5,1847.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17382377.0
MIRT006483,hsa-miR-181a-5p,hsa,DUSP5,1847.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006483,hsa-miR-181a-5p,hsa,DUSP5,1847.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,17382377.0
MIRT006484,hsa-miR-181a-5p,hsa,PTPN22,26191.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006484,hsa-miR-181a-5p,hsa,PTPN22,26191.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006484,hsa-miR-181a-5p,hsa,PTPN22,26191.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006484,hsa-miR-181a-5p,hsa,PTPN22,26191.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006484,hsa-miR-181a-5p,hsa,PTPN22,26191.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
MIRT006484,hsa-miR-181a-5p,hsa,PTPN22,26191.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17382377.0
